,Time,Source,Text,Compound,Positive,Neutral,Negative,Tweets Ago
143,2018-09-30 10:48:04+00:00,CBSNews,Behind the scenes of Jeff Flake's decision to call for an FBI probe into Kavanaugh allegations… https://t.co/78OjHbNSOC,0.0,0.0,1.0,0.0,-43
144,2018-09-30 10:33:03+00:00,CBSNews,Iran airs video of close encounter with USS Theodore Roosevelt in Strait of Hormuz https://t.co/aWizH80wAB https://t.co/D9U7mHNdZY,0.0,0.0,1.0,0.0,-44
145,2018-09-30 10:18:03+00:00,CBSNews,Inside the tiny green huts that shelter London's cab drivers https://t.co/suf7Iv1DYg https://t.co/UkuvX9MlNV,0.0,0.0,1.0,0.0,-45
146,2018-09-30 10:03:04+00:00,CBSNews,"Trump signs short-term spending bill, averting shutdown ahead of midterms https://t.co/8xL3E2PcWg https://t.co/J8ZaLNO6H8",0.0,0.0,1.0,0.0,-46
147,2018-09-30 09:48:03+00:00,CBSNews,"Klobuchar says if she acted like Kavanaugh in his courtroom, ""he would have thrown me out"" https://t.co/OByMexBhON https://t.co/eWUS14ns93",0.3612,0.128,0.872,0.0,-47
148,2018-09-30 09:33:03+00:00,CBSNews,"A year after shooting, Vegas voters see strengthened community https://t.co/T21rhnJKvp https://t.co/fkCxWHvMEE",0.4215,0.237,0.763,0.0,-48
149,2018-09-30 09:18:03+00:00,CBSNews,U.S. evacuates consulate in southern Iraq following attacks blamed on Iran-backed militias https://t.co/Dk5oTPu552 https://t.co/fWlGdvWKsn,-0.7184,0.0,0.667,0.333,-49
150,2018-09-30 09:03:03+00:00,CBSNews,"Ariana Grande and original stars Idina Menzel and Kristin Chenoweth to lead NBC's ""Wicked"" concert… https://t.co/nQyMyuuldH",0.3182,0.133,0.867,0.0,-50
151,2018-09-30 08:48:04+00:00,CBSNews,F-35B military plane crashes in coastal South Carolina https://t.co/H7ZxBQM8CT https://t.co/Z9J8ouA02H,0.0,0.0,1.0,0.0,-51
152,2018-09-30 08:33:04+00:00,CBSNews,"Shark attacks teen at beach in Encinitas, California https://t.co/WP29ZNsvzM https://t.co/Wf6tBlMun7",-0.4404,0.0,0.756,0.244,-52
153,2018-09-30 08:18:03+00:00,CBSNews,"Review: Orson Welles' final film, ""The Other Side of the Wind"" https://t.co/wmYHWr1C8t https://t.co/QG7rlMLJUa",0.0,0.0,1.0,0.0,-53
154,2018-09-30 08:03:03+00:00,CBSNews,"U.S. kids eating more fast food, healthier offerings not helping https://t.co/8weXEyQ3FY https://t.co/YyEVAxhoIx",-0.2235,0.0,0.854,0.146,-54
155,2018-09-30 07:48:03+00:00,CBSNews,"Experts identify model in scandalous painting ""The Origin of the World"" https://t.co/CisipWn9AC https://t.co/63w2uMpd58",-0.5267,0.0,0.779,0.221,-55
156,2018-09-30 07:33:03+00:00,CBSNews,High schoolers sound off on Kavanaugh allegations and sexual assault https://t.co/iq7BF8A00J https://t.co/BPYx7JTzhe,-0.5859,0.0,0.743,0.257,-56
157,2018-09-30 07:18:04+00:00,CBSNews,"Michelle Obama urges voters to ""take their power back"" at registration rally https://t.co/WuFRcCsbxE https://t.co/616mljrm4x",0.0,0.0,1.0,0.0,-57
158,2018-09-30 07:03:04+00:00,CBSNews,Airline now says one passenger is missing after Micronesia lagoon plane crash https://t.co/nq0EJVZx9F https://t.co/9oF0Qm3n4P,-0.5994,0.0,0.71,0.29,-58
159,2018-09-30 06:48:03+00:00,CBSNews,Judge's ruling enables Kentucky's last abortion clinic to stay open https://t.co/2IMnkMZ735 https://t.co/G5vitpmPA1,0.0,0.0,1.0,0.0,-59
160,2018-09-30 06:33:04+00:00,CBSNews,"Wrongfully convicted Chicago residents recall life under corrupt cop and his ""gang"" https://t.co/lRNU6RpBkH https://t.co/lL5OtTtZ2W",0.0,0.0,1.0,0.0,-60
161,2018-09-30 06:18:04+00:00,CBSNews,Texas man executed for running over girlfriend in jealous rage https://t.co/7NUDe5sOLd https://t.co/z8dTau3n3R,-0.765,0.0,0.602,0.398,-61
162,2018-09-30 06:03:03+00:00,CBSNews,"Federal judge cites Trump's alleged ""sh*thole countries"" remark https://t.co/v0HO7uc32H https://t.co/IsmyrI2xaj",0.0,0.0,1.0,0.0,-62
163,2018-09-30 05:48:03+00:00,CBSNews,Possible last witness sought after body found believed to be missing boy with autism https://t.co/bTAXR9Ko4p https://t.co/MMCpRGWHx8,-0.296,0.0,0.872,0.128,-63
164,2018-09-30 05:33:03+00:00,CBSNews,"Prominent business leader shot dead in Memphis; ""personal vendetta"" eyed https://t.co/aOPiqUY9Mt https://t.co/s04YJHLQrN",-0.4588,0.139,0.602,0.259,-64
165,2018-09-30 05:18:03+00:00,CBSNews,Body of skydiving instructor who disappeared during tandem jump is found https://t.co/Ke53CxXEGY https://t.co/OvGul0tO3V,-0.2263,0.0,0.863,0.137,-65
166,2018-09-30 05:03:03+00:00,CBSNews,The Dish: Indian chef Anita Jaisinghani https://t.co/5TKmntjZcp https://t.co/8wnrwJNYiR,0.0,0.0,1.0,0.0,-66
167,2018-09-30 04:48:03+00:00,CBSNews,Jesuit order's America magazine urges withdrawal of Kavanaugh nomination https://t.co/aY8II5jPrv https://t.co/YxTJJrBvi9,0.0258,0.099,0.901,0.0,-67
168,2018-09-30 04:33:03+00:00,CBSNews,More than 20 million people watched Brett Kavanaugh and Christine Blasey Ford hearings https://t.co/0PJyulVTwV https://t.co/WuQJYLG3vg,0.0,0.0,1.0,0.0,-68
169,2018-09-30 04:24:05+00:00,CBSNews,"Tens of thousands of women in Brazil say ""not him"" in protest against far-right presidential candidate… https://t.co/gtodcwDeFb",0.1877,0.098,0.902,0.0,-69
170,2018-09-30 04:18:03+00:00,CBSNews,"PCBs threaten to wipe out half the world's killer whales within decades, study finds https://t.co/o5hWtyfqgD https://t.co/iRDvZ3RsA1",-0.7845,0.0,0.67,0.33,-70
171,2018-09-30 04:03:03+00:00,CBSNews,Pope Francis defrocks Chilean priest Fernando Karadima amid sex abuse scandal https://t.co/jMez7NJ80H https://t.co/bj0XCuQCqt,-0.7964,0.0,0.608,0.392,-71
172,2018-09-30 03:48:03+00:00,CBSNews,Brett Kavanaugh's attack on Democrats could pose risk to Supreme Court https://t.co/gFRPCDyVvD https://t.co/BuNP8Eu5Z8,-0.1531,0.191,0.532,0.277,-72
173,2018-09-30 03:40:06+00:00,CBSNews,"Chaos, stampede at Central Park concert after false alarm of gunshots https://t.co/TH3HZ9r8aM https://t.co/1EeDkFVikH",-0.836,0.0,0.529,0.471,-73
174,2018-09-30 03:33:04+00:00,CBSNews,Man diagnosed with world's first human case of rat disease hepatitis E https://t.co/e8CyGS4zR8 https://t.co/K8QpbNILGO,0.0,0.0,1.0,0.0,-74
175,2018-09-30 03:18:05+00:00,CBSNews,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/CH8G3AifLs https://t.co/mEVbDnX9P9",0.0,0.0,1.0,0.0,-75
176,2018-09-30 03:03:03+00:00,CBSNews,Mike Pompeo floats prospect of officially ending Korean War ahead of Trump-Kim summit https://t.co/mR07iIohKB https://t.co/WSrKFEcg0X,-0.4019,0.115,0.681,0.204,-76
177,2018-09-30 02:58:06+00:00,CBSNews,"Senate panel refers ""apparent false statements"" about Kavanaugh for criminal investigation https://t.co/yQKCfOlb6c https://t.co/kzZWpoZaU4",-0.5267,0.0,0.779,0.221,-77
178,2018-09-30 02:48:03+00:00,CBSNews,"See Tom Hanks as Mister Rogers in ""You Are My Friend"" https://t.co/nxKfa4SEqw https://t.co/maTKtcbFra",0.4939,0.211,0.789,0.0,-78
179,2018-09-30 02:33:03+00:00,CBSNews,"""Boofed,"" ""Devil's Triangle,"" ""FFFFFFourth of July"": How Brett Kavanaugh explained his yearbook jokes… https://t.co/6GPupziMFH",0.0,0.0,1.0,0.0,-79
180,2018-09-30 02:18:03+00:00,CBSNews,2 Mississippi officers shot to death; wounded suspect in custody https://t.co/9VwOGd8jIY https://t.co/zUFi0x2WeN,-0.7269,0.0,0.596,0.404,-80
181,2018-09-30 02:03:05+00:00,CBSNews,Behind the scenes of Jeff Flake's decision to call for an FBI probe into Kavanaugh allegations… https://t.co/zlvwA3IyF8,0.0,0.0,1.0,0.0,-81
182,2018-09-30 01:56:05+00:00,CBSNews,How the FBI will investigate the Brett Kavanaugh allegations https://t.co/mewe8JBOFW https://t.co/A5wmRhmbqn,0.0,0.0,1.0,0.0,-82
183,2018-09-30 01:48:03+00:00,CBSNews,Kavanaugh's chances? Online markets offer a perspective on his nomination https://t.co/QjphBD8w0g https://t.co/6RPmVdW7vX,0.2023,0.153,0.847,0.0,-83
184,2018-09-30 01:33:04+00:00,CBSNews,Indonesia earthquake kills hundreds as quake triggers 20-foot-high tsunami waves https://t.co/oXaZaqxch6 https://t.co/XgSjuXFTVo,-0.5423,0.0,0.759,0.241,-84
185,2018-09-30 01:18:03+00:00,CBSNews,Video shows fight before fatal shooting of LSU basketball player Wayde Sims https://t.co/iNeuhNud2n https://t.co/CqdfFyyYZw,-0.7269,0.0,0.663,0.337,-85
186,2018-09-30 01:03:04+00:00,CBSNews,Library of Congress launches online National Screening Room https://t.co/goFKD3N48W https://t.co/kTPZOe7Jla,0.0,0.0,1.0,0.0,-86
187,2018-09-30 00:48:03+00:00,CBSNews,Ted Turner reveals he's battling Lewy body dementia in exclusive interview https://t.co/h888oIdOoI https://t.co/vQwCVdA0gU,-0.1531,0.103,0.753,0.144,-87
188,2018-09-30 00:45:12+00:00,CBSNews,"President Trump campaigned at a rally in West Virginia, where the vulnerable Democratic senator is a key swing vote… https://t.co/6XT3CVnJQs",-0.2263,0.0,0.899,0.101,-88
189,2018-09-30 00:33:03+00:00,CBSNews,Brett Kavanaugh wrongly claimed he could drink legally in Maryland in high school https://t.co/Jabxe8HEWA https://t.co/i9ZyEhl7FC,0.1027,0.091,0.909,0.0,-89
190,2018-09-30 00:18:03+00:00,CBSNews,$3 billion Hoover Dam project hopes to bring power plant into 21st century https://t.co/EfUg3MjROs https://t.co/OYZdPO6NtF,0.4215,0.167,0.833,0.0,-90
191,2018-09-30 00:03:03+00:00,CBSNews,"Jenni ""JWoww"" Farley files for divorce, husband Roger Mathews says he's going to win her back… https://t.co/UeWt4xa9Al",0.5859,0.192,0.808,0.0,-91
192,2018-09-29 23:48:04+00:00,CBSNews,Surveillance video shows deadly ambush of rapper XXXTentacion in Florida https://t.co/jmxWIpJd5F https://t.co/moxHj7or8s,0.0,0.0,1.0,0.0,-92
193,2018-09-29 23:44:05+00:00,CBSNews,Catholic institute accused of failing to act on McCarrick allegations https://t.co/1w5tjZ6D2m https://t.co/cz5OUvBZRF,-0.6705,0.0,0.645,0.355,-93
194,2018-09-29 23:33:03+00:00,CBSNews,"West Virginia poverty gets worse under Trump economy, not better https://t.co/KQGRVOv2Eb https://t.co/fioTWM3Ztf",-0.8319,0.0,0.505,0.495,-94
195,2018-09-29 23:18:03+00:00,CBSNews,Christine Blasey Ford's friend clarifies statement about alleged assault by Brett Kavanaugh https://t.co/qVQMrOXFLV https://t.co/eLLb5I6i73,0.0772,0.256,0.553,0.191,-95
196,2018-09-29 23:03:03+00:00,CBSNews,Iran airs video of close encounter with USS Theodore Roosevelt in Strait of Hormuz https://t.co/a4VgiauMzT https://t.co/zxHPCXA1qF,0.0,0.0,1.0,0.0,-96
197,2018-09-29 22:19:51+00:00,CBSNews,"Michelle Obama urges voters to ""take their power back"" at registration rally https://t.co/ahbqwzLJio https://t.co/lPqSuH99Ug",0.0,0.0,1.0,0.0,-97
198,2018-09-29 22:00:30+00:00,CBSNews,A 5-year-old California kindergartener suffers from violent seizures. So her parents turned to an unlikely treatmen… https://t.co/zUoDKv0ExH,-0.7906,0.0,0.667,0.333,-98
199,2018-09-29 21:49:45+00:00,CBSNews,"JUST IN: Elon Musk to step down as chair of Tesla board, settles with SEC for $20 million https://t.co/Kc3MnRpR0n https://t.co/nh5EiL4EkB",0.0,0.0,1.0,0.0,-99
200,2018-10-01 00:31:09+00:00,CNN,"Three things the FBI must investigate on Christine Blasey Ford and Brett Kavanaugh | By Elie Honig, a former federa… https://t.co/C3ka95qY6t",0.0,0.0,1.0,0.0,0
201,2018-10-01 00:16:00+00:00,CNN,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/ntPG40twkD",0.6597,0.252,0.748,0.0,-1
202,2018-10-01 00:01:05+00:00,CNN,This is how the FBI will investigate the allegations against Brett Kavanaugh https://t.co/ApyXUk74Nn https://t.co/dyPwiXneXk,0.0,0.0,1.0,0.0,-2
203,2018-09-30 23:46:00+00:00,CNN,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/Bz9StsH4js",-0.4019,0.0,0.863,0.137,-3
204,2018-09-30 23:31:03+00:00,CNN,"Women calling NFL games is progress, ""but I don't feel warm and fuzzy about this news. And I'm far from ready to de… https://t.co/hib7OiLKBH",0.4855,0.19,0.737,0.074,-4
205,2018-09-30 23:21:00+00:00,CNN,"Democratic Sen. Amy Klobuchar: I was ""really stunned"" by Supreme Court nominee Brett Kavanaugh's behavior at the he… https://t.co/TZh3vYYy93",0.4889,0.179,0.742,0.079,-5
206,2018-09-30 23:16:00+00:00,CNN,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOx2Jc https://t.co/WLgdeE9Tiz",0.2942,0.154,0.846,0.0,-6
207,2018-09-30 23:01:04+00:00,CNN,"In her most pointed comments to date about allegations of harassment at CBS, Katie Couric said reports about the ne… https://t.co/HbGII2PrGZ",-0.5423,0.0,0.851,0.149,-7
208,2018-09-30 22:51:06+00:00,CNN,Kim is playing Trump -- and it could come at great cost | By Samantha Vinograd via @CNNOpinion… https://t.co/N59OQktAVC,0.7096,0.269,0.731,0.0,-8
209,2018-09-30 22:46:06+00:00,CNN,"Three new startups are pushing back against the rise of ""news deserts"" and the pitfalls facing local journalism to… https://t.co/zyiV6McNUV",0.0,0.0,1.0,0.0,-9
210,2018-09-30 22:41:01+00:00,CNN,The Florida Senate race may be moving away from Republican Rick Scott | Analysis by CNN's Harry Enten… https://t.co/dGA2GJbg60,0.0,0.0,1.0,0.0,-10
211,2018-09-30 22:37:06+00:00,CNN,"Companies headquartered in California can no longer have all-male boards, according to a newly enacted law.

Public… https://t.co/AhfJhSbDD7",-0.296,0.0,0.879,0.121,-11
212,2018-09-30 22:31:03+00:00,CNN,"""The 'Saturday Night Live' season premiere proves that when it comes to powerful men being accused of sexual miscon… https://t.co/OPAoxGgBkh",0.1531,0.122,0.783,0.096,-12
213,2018-09-30 22:26:06+00:00,CNN,"Blood is not thicker than politics.

That's the message from seven members of Nevada Republican gubernatorial nomin… https://t.co/tUGSLBkjPO",0.0,0.0,1.0,0.0,-13
214,2018-09-30 22:21:06+00:00,CNN,"While much of America is focused on combating the devastating opioid epidemic, some states struggle against another… https://t.co/qI9hdGQkhy",-0.6124,0.107,0.62,0.273,-14
215,2018-09-30 22:16:00+00:00,CNN,"President Trump says Brett Kavanaugh has ""suffered the meanness, the anger"" of the Democratic Party throughout his… https://t.co/tL1bhg0hKB",-0.6369,0.11,0.61,0.28,-15
216,2018-09-30 22:09:08+00:00,CNN,"The FBI spoke today with Deborah Ramirez, who says Supreme Court nominee Brett Kavanaugh exposed himself to her, a… https://t.co/wMkHnZFpGc",0.5106,0.157,0.786,0.057,-16
217,2018-09-30 22:01:07+00:00,CNN,"The elevator moment: when to speak up, when to stay quiet, and the power of both | By CNN's Suzanne Malveaux… https://t.co/WkEB9RTW0Q",0.0,0.0,1.0,0.0,-17
218,2018-09-30 21:46:05+00:00,CNN,Former FBI Director James Comey expressed his approval of the reopening of the bureau's background check into Supre… https://t.co/iALME3kvdT,0.4767,0.147,0.853,0.0,-18
219,2018-09-30 21:36:08+00:00,CNN,"""I'm a keg-half-full kind of guy,"" says Matt Damon, spoofing US Supreme Court nominee Brett Kavanaugh during the se… https://t.co/eNSWMkQou5",0.5574,0.167,0.833,0.0,-19
220,2018-09-30 21:31:00+00:00,CNN,"""It's time for women to go to Washington and fix our broken government, and that includes a woman at the top."" Sen.… https://t.co/XuLUpa3ZDL",-0.4767,0.0,0.871,0.129,-20
221,2018-09-30 21:16:06+00:00,CNN,UK Prime Minister Theresa May announced plans to hold a nationwide festival in 2022 to celebrate Britain's schedule… https://t.co/VfraoKRQNl,0.7845,0.301,0.699,0.0,-21
222,2018-09-30 21:01:08+00:00,CNN,Europe wins the #RyderCup after beating the US in France https://t.co/thLG8RQbfF https://t.co/AXdEipTvgw,0.1779,0.222,0.599,0.18,-22
223,2018-09-30 20:46:06+00:00,CNN,"""This week's dramatic -- and traumatic -- Senate hearing ... demonstrated that society and its leaders silence wome… https://t.co/PVCbseAzNl",-0.5719,0.0,0.829,0.171,-23
224,2018-09-30 20:31:03+00:00,CNN,"Several states have enacted laws addressing the use of force by police officers, amid increasing reports of overrea… https://t.co/dsiNziBmDM",0.0,0.0,1.0,0.0,-24
225,2018-09-30 20:16:05+00:00,CNN,"Egyptian activist Amal Fathy was sentenced to two years in prison for ""publishing false news"" and ""slandering emplo… https://t.co/kVN1zhs1Ho",-0.5267,0.0,0.794,0.206,-25
226,2018-09-30 20:02:10+00:00,CNN,"Food worth singing about. Travel to Asturias, Spain on an all-new #PartsUnknown with #Bourdain and @chefjoseandres,… https://t.co/hjEjrmbRq7",0.2263,0.106,0.894,0.0,-26
227,2018-09-30 19:46:04+00:00,CNN,President Trump's immigration policies have especially affected women and domestic violence victims… https://t.co/5KP9HvDu6G,-0.7178,0.0,0.647,0.353,-27
228,2018-09-30 19:30:54+00:00,CNN,RT @CNNPolitics: Kellyanne Conway says that support for Brett Kavanaugh remains high amid the sexual assault allegations against him https:…,-0.2732,0.11,0.735,0.155,-28
229,2018-09-30 19:29:30+00:00,CNN,Kellyanne Conway says she is empathetic toward victims of sexual assault https://t.co/a2S1aBzr9Q,-0.5267,0.152,0.506,0.343,-29
230,2018-09-30 19:16:05+00:00,CNN,"While President Trump declared Saturday that the FBI would have ""free rein"" in its investigation, people close to t… https://t.co/5UtPaKCHEs",0.5106,0.148,0.852,0.0,-30
231,2018-09-30 19:01:04+00:00,CNN,The Senate Judiciary Committee refers a false Brett Kavanaugh allegation to the FBI and Justice Department for crim… https://t.co/1jvHeMhhRm,0.5267,0.167,0.833,0.0,-31
232,2018-09-30 18:46:09+00:00,CNN,Donald Trump's flip-flop on two-state solution won't resolve Israeli-Palestinian conflict | Analysis by CNN's Nic R… https://t.co/UgUJKTNUml,0.2681,0.219,0.669,0.112,-32
233,2018-09-30 18:31:06+00:00,CNN,"Country music legend Willie Nelson sang a new song, ""Vote 'Em Out,"" at a Texas rally for Senate candidate Beto O'Ro… https://t.co/gPWI8zO2xW",0.0,0.0,1.0,0.0,-33
234,2018-09-30 18:19:07+00:00,CNN,RT @CNNPolitics: In this week's #InsidePolitics forecast: All roads lead to Rod Rosenstein https://t.co/BCcjiNE0Op https://t.co/cKFb6aYh7v,0.0,0.0,1.0,0.0,-34
235,2018-09-30 18:16:08+00:00,CNN,"Sarah Palin's oldest son, Track Palin, was arrested Friday on domestic violence charges, Alaska State Troopers said… https://t.co/MhbuWp349j",-0.8519,0.0,0.617,0.383,-35
236,2018-09-30 18:11:53+00:00,CNN,"President Trump says Brett Kavanaugh has ""suffered the meanness, the anger"" of the Democratic Party throughout his… https://t.co/UBjv69SCDJ",-0.6369,0.11,0.61,0.28,-36
237,2018-09-30 18:01:07+00:00,CNN,The US Navy sailed a warship close to disputed islands in the South China Sea amid heightened US-China tensions… https://t.co/YcoR5OkeLs,-0.4767,0.0,0.806,0.194,-37
238,2018-09-30 17:46:00+00:00,CNN,"Democratic Sen. Amy Klobuchar: I was ""really stunned"" by Supreme Court nominee Brett Kavanaugh's behavior at the he… https://t.co/aEm7oUnjCB",0.4889,0.179,0.742,0.079,-38
239,2018-09-30 17:31:00+00:00,CNN,"""It's time for women to go to Washington and fix our broken government, and that includes a woman at the top.""  Sen… https://t.co/1ikBU6X0PU",-0.4767,0.0,0.871,0.129,-39
240,2018-09-30 17:16:02+00:00,CNN,"""I wouldn't wish it even on my worst enemy."" Immigrant moms write letters from detention, saying that even after be… https://t.co/wvFmBCc6Zw",-0.8342,0.0,0.67,0.33,-40
241,2018-09-30 17:01:04+00:00,CNN,Can UK PM Theresa May avert another conference catastrophe? | By Jane Merrick via @CNNOpinion… https://t.co/qmZ37b83B7,-0.7269,0.0,0.681,0.319,-41
242,2018-09-30 16:46:04+00:00,CNN,"An air traffic controller is being hailed as a hero following a devastating earthquake and tsunami in Indonesia.

H… https://t.co/SSL5H2Kusm",0.0516,0.222,0.605,0.173,-42
243,2018-09-30 16:31:04+00:00,CNN,"The next big test for Elon Musk arrives this week, when Tesla will turn in a critical production report… https://t.co/nXflCh1AZ6",-0.3182,0.0,0.887,0.113,-43
244,2018-09-30 16:25:01+00:00,CNN,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar: I was ""really stunned"" by Supreme Court nominee Brett Kavanaugh's behavior at the hearing h…",0.4889,0.164,0.764,0.072,-44
245,2018-09-30 16:16:37+00:00,CNN,"Kellyanne Conway, counselor to President Trump, said the FBI investigation into allegations against Supreme Court n… https://t.co/hezy9IkD0O",0.5574,0.184,0.816,0.0,-45
246,2018-09-30 16:04:57+00:00,CNN,"RT @ReliableSources: ""Our understanding of sexual violence against women and the trauma —the lifelong trauma— that ensues ... has not progr…",-0.7845,0.0,0.734,0.266,-46
247,2018-09-30 16:03:02+00:00,CNN,"RT @CNNSotu: Next on #CNNSOTU w/ @JakeTapper at 12pET &amp; 9aPT: @KellyannePolls, @AmyKlobuchar, @chavezlinda, @ninaturner, @JenGranholm, @JCN…",0.0,0.0,1.0,0.0,-47
248,2018-09-30 16:01:07+00:00,CNN,"""Saturday Night Live"" credits began to roll, but musical guest Kanye West still had plenty to say. The rapper went… https://t.co/pDOSumrCUo",0.1901,0.08,0.92,0.0,-48
249,2018-09-30 15:46:04+00:00,CNN,"Trump is right that China uses its media to influence foreign opinion, but so does Washington | Analysis by James G… https://t.co/K4dqjixUBt",0.0,0.0,1.0,0.0,-49
250,2018-09-30 15:44:37+00:00,CNN,"RT @ReliableSources: ""I felt like I was watching my country slip,"" says American Conservative Union chair @mschlapp of what it felt like to…",0.6124,0.2,0.8,0.0,-50
251,2018-09-30 15:31:06+00:00,CNN,AI robots are transforming parenting in China https://t.co/vrhrnsvXSp https://t.co/fv1RlGHR0O,0.0,0.0,1.0,0.0,-51
252,2018-09-30 15:24:58+00:00,CNN,"""Saturday Night Live"" kicked off its season premiere with a sketch about the hearing of US Supreme Court nominee Br… https://t.co/08OxBaS9te",0.5574,0.159,0.841,0.0,-52
253,2018-09-30 15:14:53+00:00,CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from a… https://t.co/t6rdGPyYKz,-0.1779,0.0,0.922,0.078,-53
254,2018-09-30 15:01:10+00:00,CNN,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/suDPdcWial https://t.co/xrqS85YYSS",-0.7717,0.0,0.691,0.309,-54
255,2018-09-30 15:01:00+00:00,CNN,"A woman who's paralyzed from the chest down can now consciously control her ability to walk, researchers say, thank… https://t.co/rch2Swd9FV",0.3182,0.113,0.887,0.0,-55
256,2018-09-30 14:46:06+00:00,CNN,A health crisis turned this Trump voter into a Democrat supporter https://t.co/Z43KopDLvS https://t.co/e1WZH75601,-0.4588,0.138,0.592,0.27,-56
257,2018-09-30 14:31:06+00:00,CNN,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/F8XjNOmJKQ",0.0,0.0,1.0,0.0,-57
258,2018-09-30 14:31:00+00:00,CNN,"They are the most glorious vessels on the seven seas, but how is a luxury superyacht made? https://t.co/VSMIUz5YVo https://t.co/Me4QQVvJHg",0.4111,0.139,0.861,0.0,-58
259,2018-09-30 14:16:06+00:00,CNN,"It took a fight in court, but a 5-year-old girl will be allowed to bring her cannabis-based medicine to school and… https://t.co/HKIDe3Razt",-0.2023,0.0,0.913,0.087,-59
260,2018-09-30 14:00:44+00:00,CNN,"The heroin epidemic may be making headlines; but in many states, meth is still the dominant drug. @lisaling embeds… https://t.co/8O6IPIT7yX",-0.2732,0.0,0.9,0.1,-60
261,2018-09-30 13:46:07+00:00,CNN,"If Brett Kavanaugh were a woman, his tears during his testimony ""would likely be dismissed as overwrought, even hys… https://t.co/DNL01pqgpR",-0.2263,0.0,0.905,0.095,-61
262,2018-09-30 13:31:00+00:00,CNN,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/tey6M73f73 https://t.co/bwZTYkoQ8h",0.2942,0.154,0.846,0.0,-62
263,2018-09-30 13:16:36+00:00,CNN,This is the prison where Bill Cosby is being held https://t.co/ucssyCFfbL https://t.co/7kM7f0mx9s,-0.5106,0.0,0.769,0.231,-63
264,2018-09-30 13:01:02+00:00,CNN,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/G1sT64tB1E",0.1779,0.234,0.52,0.245,-64
265,2018-09-30 12:46:25+00:00,CNN,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/S5XIKicfp3,-0.7871,0.0,0.638,0.362,-65
266,2018-09-30 12:31:00+00:00,CNN,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/6aE9Zg2ZTD https://t.co/fTGItv946T",-0.4019,0.0,0.863,0.137,-66
267,2018-09-30 12:16:07+00:00,CNN,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/9IqB6Jfuse",-0.7351,0.0,0.744,0.256,-67
268,2018-09-30 12:01:04+00:00,CNN,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/1XcUqqPMm1",0.0,0.0,1.0,0.0,-68
269,2018-09-30 11:46:06+00:00,CNN,Obamacare is likely about to get a little cheaper for lots of people https://t.co/EqAzpXK2dQ,0.0,0.0,1.0,0.0,-69
270,2018-09-30 11:31:00+00:00,CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/dzx9xZrQy2,-0.1779,0.0,0.922,0.078,-70
271,2018-09-30 11:01:02+00:00,CNN,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/dVrUhyzUbz,-0.7003,0.055,0.703,0.242,-71
272,2018-09-30 10:31:00+00:00,CNN,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/gypABygBOJ,-0.2023,0.0,0.913,0.087,-72
273,2018-09-30 10:01:00+00:00,CNN,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/TCdGAOqMjl,0.5719,0.198,0.802,0.0,-73
274,2018-09-30 09:46:06+00:00,CNN,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/ddZoVrNJpa",0.0,0.0,1.0,0.0,-74
275,2018-09-30 09:31:00+00:00,CNN,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/EKPsH2ugpG",0.6597,0.252,0.748,0.0,-75
276,2018-09-30 09:16:07+00:00,CNN,"'Distracted boyfriend' meme is sexist, says Swedish ad watchdog https://t.co/hAReDzarXw https://t.co/gz4wFeQYgr",-0.34,0.0,0.806,0.194,-76
277,2018-09-30 09:01:05+00:00,CNN,"Limiting kids' recreational screen time to less than 2 hours a day, along with sufficient sleep and physical activi… https://t.co/5Wz1wYoid3",0.0,0.0,1.0,0.0,-77
