,Time,Source,Text,Compound,Positive,Neutral,Negative,Tweets Ago
278,2018-09-30 08:31:00+00:00,CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/LRwNGnJu88,0.2732,0.104,0.896,0.0,-78
279,2018-09-30 08:01:04+00:00,CNN,Stepping into this Seoul cafe feels like entering the black-and-white world of a cartoon https://t.co/t5qCzejhyj vi… https://t.co/G7flwx8rEm,0.3612,0.143,0.857,0.0,-79
280,2018-09-30 07:50:46+00:00,CNN,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/4qMtFf6m5O",-0.5994,0.0,0.794,0.206,-80
281,2018-09-30 07:31:00+00:00,CNN,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GhVv8 https://t.co/44ucQCMCKB,0.1531,0.118,0.882,0.0,-81
282,2018-09-30 07:01:05+00:00,CNN,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GIhkkA68XQ,0.0,0.0,1.0,0.0,-82
283,2018-09-30 06:31:00+00:00,CNN,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/MzQnkXqx53",0.7351,0.36,0.64,0.0,-83
284,2018-09-30 06:01:07+00:00,CNN,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/KaG3tJxcPs",0.0,0.0,1.0,0.0,-84
285,2018-09-30 05:46:05+00:00,CNN,"Days ago, residents in a community north of St. Louis got some news that they've long wanted to hear. Radioactive m… https://t.co/swmxWH3MSH",0.0,0.0,1.0,0.0,-85
286,2018-09-30 05:31:00+00:00,CNN,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/owLc7OvGKP,0.2732,0.116,0.884,0.0,-86
287,2018-09-30 05:16:05+00:00,CNN,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/N6rKE63Iik,0.3612,0.106,0.894,0.0,-87
288,2018-09-30 05:01:00+00:00,CNN,300 glowing drones illuminate the night sky in this choreographed spectacle https://t.co/B2RhWXTnHV https://t.co/CjWifh0P0i,0.0,0.0,1.0,0.0,-88
289,2018-09-30 04:46:02+00:00,CNN,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/PPINKQs66p,0.4588,0.13,0.87,0.0,-89
290,2018-09-30 04:31:00+00:00,CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/xxBEDzxlD9,0.0,0.0,1.0,0.0,-90
291,2018-09-30 04:16:00+00:00,CNN,"What has two heads, is extremely rare and doesn't have a long life expectancy?

This two-headed baby copperhead, wh… https://t.co/UmdU9G7kOj",0.0,0.0,1.0,0.0,-91
292,2018-09-30 04:01:04+00:00,CNN,"Ted Turner is battling Lewy body dementia, the CNN founder revealed in an interview that will air over the weekend… https://t.co/mjUlSYrDlb",-0.2732,0.0,0.905,0.095,-92
293,2018-09-30 03:30:23+00:00,CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/s8adwFD2pS",0.0,0.0,1.0,0.0,-93
294,2018-09-30 03:00:06+00:00,CNN,Several Southern California high school students face disciplinary action after spelling out a racial slur with let… https://t.co/2goay3zfXq,0.0,0.0,1.0,0.0,-94
295,2018-09-30 02:32:25+00:00,CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/JCoIJmFVGv,-0.1779,0.0,0.922,0.078,-95
296,2018-09-30 02:00:13+00:00,CNN,"SiriusXM is buying Pandora in a $3.5 billion deal, which will create the world's largest audio entertainment compan… https://t.co/mHXQZC5D4q",0.5994,0.234,0.766,0.0,-96
297,2018-09-30 01:00:08+00:00,CNN,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L,0.2263,0.147,0.853,0.0,-97
298,2018-09-30 00:31:16+00:00,CNN,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman in… https://t.co/CaXmdL9s9b,0.4404,0.187,0.813,0.0,-98
299,2018-09-30 00:00:11+00:00,CNN,The attack on Facebook that exposed nearly 50 million users' information is the largest hack ever for the company… https://t.co/T2vOGRm0Ry,-0.5267,0.0,0.804,0.196,-99
300,2018-10-01 00:18:08+00:00,FoxNews,".@BenShapiro: ""An FBI investigation was completely superfluous. It was a transparent attempt to waste time."" https://t.co/ShstAASGgE",-0.4215,0.0,0.833,0.167,0
301,2018-10-01 00:09:25+00:00,FoxNews,"Lindsay Lohan gets punched in the face after accusing refugee parents of trafficking, trying to take the kids. https://t.co/NnLJMQhAAL",-0.1779,0.0,0.914,0.086,-1
302,2018-10-01 00:00:00+00:00,FoxNews,"Inside the Kavanaugh confirmation! More on the impact, next steps, and what this means for America! Live special pr… https://t.co/ExKnRMlceP",0.508,0.147,0.853,0.0,-2
303,2018-09-30 23:52:51+00:00,FoxNews,".@PressSec on if @POTUS will shutdown the government over wall funding: ""We'll have to wait and see what happens.""… https://t.co/KRANAVZ59K",0.0,0.0,1.0,0.0,-3
304,2018-09-30 23:46:00+00:00,FoxNews,California woman reported missing while hiking in Kings Canyon National Park. https://t.co/Jn9ZXFkJMy,-0.296,0.0,0.833,0.167,-4
305,2018-09-30 23:38:00+00:00,FoxNews,"Supreme Court kicks off term without 9th justice, as Kavanaugh vote nears. https://t.co/VpqsgxzBEs",0.2081,0.207,0.633,0.16,-5
306,2018-09-30 23:27:21+00:00,FoxNews,".@Comey blasts Kavanaugh probe deadline, says FBI shouldn't have 'shot clock' https://t.co/dNDBCLkDtp",0.0,0.0,1.0,0.0,-6
307,2018-09-30 23:18:03+00:00,FoxNews,North Korean dictator Kim Jong Un gifts two Pungsan puppies to South Korean President Moon. https://t.co/8RQ4aSLe9z,0.0,0.0,1.0,0.0,-7
308,2018-09-30 23:15:55+00:00,FoxNews,U.S. and Canadian trade negotiators appear to have reached a deal on NAFTA. https://t.co/S2au7dtKCX,0.1027,0.104,0.896,0.0,-8
309,2018-09-30 23:11:42+00:00,FoxNews,Syria's foreign minister is calling on refugees to return to the war-torn country. @TreyYingst reports.… https://t.co/H2f1dsBJQF,0.0,0.0,1.0,0.0,-9
310,2018-09-30 23:05:00+00:00,FoxNews,"Reporter's Notebook: Amid Kavanaugh drama, Trump quietly signs bill to avert government shutdown https://t.co/wl3aHl8D3M",-0.1779,0.0,0.884,0.116,-10
311,2018-09-30 22:56:23+00:00,FoxNews,".@AndrewGillum staffer fired after calling for Trump's execution, wearing shirt deriding pro-Trump states. https://t.co/oTBcGCLqVj",-0.7269,0.0,0.663,0.337,-11
312,2018-09-30 22:45:00+00:00,FoxNews,Trump's tax returns will be target of Democrats' probe if they win House in midterms. https://t.co/X3t6B4gsI3,0.5859,0.202,0.798,0.0,-12
313,2018-09-30 22:37:26+00:00,FoxNews,Sen. @maziehirono doesn't answer when asked whether Dems leaked Christine Ford's letter on Kavanaugh. https://t.co/O9UyPjx8mt,-0.3182,0.0,0.859,0.141,-13
314,2018-09-30 22:21:27+00:00,FoxNews,At least 800 are dead after a massive earthquake triggered a tsunami in Indonesia. https://t.co/EXMIqGXg90 https://t.co/q5sCPwiMLz,-0.6486,0.0,0.751,0.249,-14
315,2018-09-30 22:11:00+00:00,FoxNews,"TONIGHT: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition o… https://t.co/iohDuUvm3Y",-0.3182,0.0,0.881,0.119,-15
316,2018-09-30 22:05:00+00:00,FoxNews,"On Twitter late Saturday, @SenFeinstein said the ""FBI's hands must not be tied"" in the investigation into sexual mi… https://t.co/mw0t62c3ly",0.0,0.0,1.0,0.0,-16
317,2018-09-30 21:59:45+00:00,FoxNews,California man arrested in 17-year-old Arizona cold case murder. https://t.co/7e5RQ4suIS,-0.8316,0.0,0.506,0.494,-17
318,2018-09-30 21:41:12+00:00,FoxNews,Former Vice President @JoeBiden speaks at a Democratic campaign event in Rhode Island. (Courtesy: WPRI) https://t.co/WRRTRx5mvU,0.0,0.0,1.0,0.0,-18
319,2018-09-30 21:32:37+00:00,FoxNews,.@NewtGingrich: Blue wave of liberal cash from California and New York flooding Georgia governor's race. (via… https://t.co/daol8S9Tsr,0.0,0.0,1.0,0.0,-19
320,2018-09-30 21:22:16+00:00,FoxNews,"Florida man arrested after he shoots dog with pellet rifle from balcony, cops say.
https://t.co/q4sylWiNIc",-0.4767,0.0,0.819,0.181,-20
321,2018-09-30 21:05:00+00:00,FoxNews,"'Be Bold in Your Conviction': KY Gov. @MattBevin Discusses Campaign Strategy on 'Life, Liberty &amp; Levin' https://t.co/Dw94Jas7vE",0.7184,0.286,0.714,0.0,-21
322,2018-09-30 20:58:32+00:00,FoxNews,UPDATE: Three men killed in Pennsylvania car explosion https://t.co/ra0m9ys58L,-0.6705,0.0,0.64,0.36,-22
323,2018-09-30 20:51:00+00:00,FoxNews,'Heroic' TSA agent saves man having heart attack at airport. https://t.co/OnhUl8foep,-0.4767,0.0,0.763,0.237,-23
324,2018-09-30 20:43:00+00:00,FoxNews,"US ambassador accuses China of 'bullying' with 'propaganda ads'
https://t.co/wHGemLmgxh",-0.5267,0.0,0.645,0.355,-24
325,2018-09-30 20:35:00+00:00,FoxNews,"Sen. @TomCottonAR says @SenFeinstein will be investigated over leaked letter by Kavanaugh accuser.
https://t.co/1GBAnjxyF4",-0.3182,0.0,0.85,0.15,-25
326,2018-09-30 20:30:00+00:00,FoxNews,"Inside the Kavanaugh confirmation! More on the impact, next steps, and what this means for America! Live special pr… https://t.co/pmMxpTxMNx",0.508,0.147,0.853,0.0,-26
327,2018-09-30 20:26:00+00:00,FoxNews,"Florida K-9 officer shot, killed chasing carjacking suspect.
https://t.co/RyFgcwjkRJ",-0.7717,0.0,0.511,0.489,-27
328,2018-09-30 20:16:01+00:00,FoxNews,"President @realDonaldTrump's new strategy 'is working,' Afghan leader says.
https://t.co/BZbnrwfxwp",0.0,0.0,1.0,0.0,-28
329,2018-09-30 20:06:11+00:00,FoxNews,North Carolina's first alligator hunt in 40 years to end without a kill. https://t.co/p1x7YfZkiM,0.5773,0.238,0.762,0.0,-29
330,2018-09-30 19:55:15+00:00,FoxNews,"Pakistan open to Afridi talks with US, foreign minister says.
https://t.co/50PAdcar1f",0.0,0.0,1.0,0.0,-30
331,2018-09-30 19:42:00+00:00,FoxNews,"Sen. @amyklobuchar says Trump administration cannot limit scope of the FBI's Kavanaugh investigation.
https://t.co/SBNT8WenaO",0.0,0.0,1.0,0.0,-31
332,2018-09-30 19:35:00+00:00,FoxNews,"TODAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p ET… https://t.co/51LMJNSsnr",0.5919,0.212,0.788,0.0,-32
333,2018-09-30 19:26:09+00:00,FoxNews,".@PressSec on if the formal White House daily briefings will end: ""We talk to the press in a number of different wa… https://t.co/2fcBpPkjcN",0.0772,0.058,0.942,0.0,-33
334,2018-09-30 19:19:09+00:00,FoxNews,".@PressSec on if @POTUS will shutdown the government over wall funding: ""We'll have to wait and see what happens."" https://t.co/zKNisvjiN5",0.0,0.0,1.0,0.0,-34
335,2018-09-30 19:14:22+00:00,FoxNews,".@PressSec: ""For the people that claim to champion women, Democrats have exploited Dr. Ford. They've exploited this… https://t.co/ubf5fOcKLZ",-0.2732,0.157,0.602,0.241,-35
336,2018-09-30 19:10:22+00:00,FoxNews,".@PressSec on reports of administration dictating terms of Kavanaugh FBI investigation: ""The White House is not mic… https://t.co/tFyDKjs1F6",0.0,0.0,1.0,0.0,-36
337,2018-09-30 18:55:47+00:00,FoxNews,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds. https://t.co/REZy9s9TMI",-0.4019,0.0,0.838,0.162,-37
338,2018-09-30 18:30:00+00:00,FoxNews,"Elderly, 'feisty' white-cheeked Gibbon dies at the Smithsonian's National Zoo https://t.co/Sh9Btr4L4Z",0.0,0.0,1.0,0.0,-38
339,2018-09-30 18:15:00+00:00,FoxNews,".@LindseyGrahamSC rips Dems on Kavanaugh, says he'll 'get to the bottom of' FBI probe https://t.co/yewTiCbLaL https://t.co/Gr2LE5aid9",0.0,0.0,1.0,0.0,-39
340,2018-09-30 18:00:00+00:00,FoxNews,Deaths of 'zombie' raccoons continue in Central Park https://t.co/szgtWR8AjM,0.0,0.0,1.0,0.0,-40
341,2018-09-30 17:56:00+00:00,FoxNews,".@anitakumar01: ""They really do want Canada involved, and so that's why you're seeing them make this last-minute pu… https://t.co/JdL2hMP12T",0.1477,0.081,0.919,0.0,-41
342,2018-09-30 17:50:01+00:00,FoxNews,Kellyanne Conway speaks out: 'I'm a victim of sexual assault' https://t.co/BMYXo1buiy,-0.7096,0.0,0.576,0.424,-42
343,2018-09-30 17:45:00+00:00,FoxNews,'Join Me in an Elevator Any Time': Flake Booed at Global Citizen Festival After Kavanaugh Hearing https://t.co/Hts0tS3q0E,0.6597,0.265,0.735,0.0,-43
344,2018-09-30 17:40:00+00:00,FoxNews,Jonathan Wachtel: “We also have to make sure that we don’t alienate our ally because Saudi Arabia is on the front l… https://t.co/qkIqFE08om,0.3182,0.095,0.905,0.0,-44
345,2018-09-30 17:30:00+00:00,FoxNews,Huge shark swims by scientists in Atlantic as they discover colorful new fish https://t.co/OYYQw9kPTk,0.3182,0.15,0.85,0.0,-45
346,2018-09-30 17:12:49+00:00,FoxNews,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/REZy9s9TMI",-0.4019,0.0,0.838,0.162,-46
347,2018-09-30 17:00:00+00:00,FoxNews,"Christopher Scalia: “On a general level, he wouldn’t be terribly surprised about the intensity surrounding this Sup… https://t.co/fKu4Tujxyx",-0.4019,0.093,0.732,0.176,-47
348,2018-09-30 16:57:51+00:00,FoxNews,'A Profound Cultural Moment': @charliekirk11 Applauds Kanye West's Pro-Trump Speech on 'SNL' https://t.co/pvqgJX2C4x,0.34,0.167,0.833,0.0,-48
349,2018-09-30 16:40:18+00:00,FoxNews,.@CLewandowski_: “This isn’t a victory for anybody.” #MediaBuzz https://t.co/N5JSobPN4m,0.0,0.0,1.0,0.0,-49
350,2018-09-30 16:30:00+00:00,FoxNews,'Where Is Your Integrity?' Pirro Rips Dems for 'Hypocrisy' in Kavanaugh Hearing https://t.co/ZjFBXNsQkR,0.0,0.0,1.0,0.0,-50
351,2018-09-30 16:25:00+00:00,FoxNews,"Inside the Kavanaugh confirmation! More on the impact, next steps, and what this means for America! Live special pr… https://t.co/vLIIHAdJjm",0.508,0.147,0.853,0.0,-51
352,2018-09-30 16:15:00+00:00,FoxNews,".@LindseyGrahamSC rips Dems on Kavanaugh, says he'll 'get to the bottom of' FBI probe https://t.co/39N4uWDkD6",0.0,0.0,1.0,0.0,-52
353,2018-09-30 16:11:53+00:00,FoxNews,‘They’ve exploited this process’: @PressSec tells ‘@FoxNewsSunday’ the Democrats’ handling of the Kavanaugh accusat… https://t.co/UQvtjtXEr1,-0.4588,0.0,0.824,0.176,-53
354,2018-09-30 16:01:00+00:00,FoxNews,TODAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! https://t.co/1JG0SYM0ZU,0.0941,0.082,0.853,0.065,-54
355,2018-09-30 15:55:00+00:00,FoxNews,"Allentown, Pennsylvania, vehicle explosion leaves at least 1 dead, officials say https://t.co/y9r0rSF2q7",-0.6486,0.0,0.699,0.301,-55
356,2018-09-30 15:50:00+00:00,FoxNews,Peter Navarro: “President Donald J. Trump has very quietly been putting together the best performance on the econom… https://t.co/ZGyHDVeJvd,0.6369,0.189,0.811,0.0,-56
357,2018-09-30 15:45:00+00:00,FoxNews,.@TGowdySC: “Rod deserves to be heard out.” #SundayFutures @MariaBartiromo https://t.co/rtjUJ4qssL,0.0,0.0,1.0,0.0,-57
358,2018-09-30 15:31:00+00:00,FoxNews,US flag seen shredded by Hurricane Florence being auctioned for Red Cross https://t.co/CoDfGbUi08,0.0,0.0,1.0,0.0,-58
359,2018-09-30 15:12:13+00:00,FoxNews,".@LindseyGrahamSC: “I’m a bipartisan guy, I will continue to be. But when it comes to judicial nominees nominated b… https://t.co/Gq7BJXWT3F",0.0,0.0,1.0,0.0,-59
360,2018-09-30 15:06:35+00:00,FoxNews,.@LindseyGrahamSC: “I’m highly confident he will be confirmed. He deserves to be confirmed.” #SundayFutures… https://t.co/FLvE0VXlFJ,0.5413,0.2,0.8,0.0,-60
361,2018-09-30 15:00:01+00:00,FoxNews,.@FLOTUS departs for Africa Monday https://t.co/w527lNUdO8,0.0,0.0,1.0,0.0,-61
362,2018-09-30 14:52:51+00:00,FoxNews,".@LindseyGrahamSC: “I think I spoke in a way that a lot of Republicans, at least, could relate to.” #SundayFutures… https://t.co/zWZzOlfjMz",0.0,0.0,1.0,0.0,-62
363,2018-09-30 14:45:00+00:00,FoxNews,.@GOPLeader: “How do we equal the playing field? Results versus resistance.” #SundayFutures @MariaBartiromo https://t.co/FyIJY6Nna4,0.2023,0.122,0.878,0.0,-63
364,2018-09-30 14:35:01+00:00,FoxNews,New SCOTUS term starts tomorrow https://t.co/yA750dvbyl,0.0,0.0,1.0,0.0,-64
365,2018-09-30 14:20:22+00:00,FoxNews,"Tom Homan on @foxandfriends: “What is the downside in securing the border? There is no downside on this."" https://t.co/6qtvwyRu1H",-0.4404,0.098,0.638,0.264,-65
366,2018-09-30 14:13:26+00:00,FoxNews,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/c0RFDYcgtu,0.0,0.0,1.0,0.0,-66
367,2018-09-30 14:11:00+00:00,FoxNews,"TONIGHT: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition o… https://t.co/EGvTZt7FzH",-0.3182,0.0,0.881,0.119,-67
368,2018-09-30 14:04:27+00:00,FoxNews,Tom Homan on @foxandfriends: “I know there’s a presumption of innocence in this country. That’s what the legal syst… https://t.co/pnE397n5zb,0.4767,0.194,0.806,0.0,-68
369,2018-09-30 14:00:00+00:00,FoxNews,Dad charged after baby found crawling across New Jersey road https://t.co/I5WHAp4ArI,-0.2023,0.0,0.847,0.153,-69
370,2018-09-30 13:51:20+00:00,FoxNews,"RT @FoxNewsSunday: On potential meeting between President Trump and Deputy AG Rod Rosenstein, @PressSec tells Chris: A date for that hasn’t…",0.0,0.0,1.0,0.0,-70
371,2018-09-30 13:41:53+00:00,FoxNews,.@POTUS to hold rallies in four states this week https://t.co/f1OkDGaZb4,0.0,0.0,1.0,0.0,-71
372,2018-09-30 13:41:01+00:00,FoxNews,.@WVGovernor: “We think he stands for all the right things. The stuff he’s doing for this nation is unbelievable.”… https://t.co/bDSJbRhUT1,0.0,0.0,1.0,0.0,-72
373,2018-09-30 13:40:03+00:00,FoxNews,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: This can’t become a fishing expedition like the Democrats would like to see…",0.6124,0.217,0.783,0.0,-73
374,2018-09-30 13:37:52+00:00,FoxNews,"RT @FoxNewsSunday: On reports of the White House limiting FBI Investigation, @PressSec tells Chris: The White House is not micromanaging th…",0.0,0.0,1.0,0.0,-74
375,2018-09-30 13:30:02+00:00,FoxNews,Tunnel to Towers helps families of the fallen @foxandfriends https://t.co/w15THVGCev,0.0258,0.198,0.611,0.191,-75
376,2018-09-30 13:23:15+00:00,FoxNews,"RT @FoxNewsResearch: Supreme Court Firsts:
•Convened: Feb. 1, 1790
•Major legal decision: Chisholm v. Georgia (1793)
•Chief Justice: John J…",0.8176,0.333,0.667,0.0,-76
377,2018-09-30 13:21:30+00:00,FoxNews,RT @FoxNewsSunday: .@PressSec adds that the meeting could get pushed back another week given all that's happened with the #KavanaughConfirm…,0.0,0.0,1.0,0.0,-77
378,2018-09-30 13:17:00+00:00,FoxNews,Rudy Giuliani: “We have to take care of the wounded and the fallen.” @foxandfriends https://t.co/MvgNzv616o,0.4939,0.186,0.814,0.0,-78
379,2018-09-30 13:16:13+00:00,FoxNews,"RT @FoxNewsSunday: On Trump/Rosenstein meeting, @PressSec tells Chris: A date for that hasn’t been set, it could be this week.",0.0,0.0,1.0,0.0,-79
380,2018-09-30 13:08:56+00:00,FoxNews,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: The Democrats have exploited Dr. Ford. #Kavanaugh",-0.4588,0.0,0.824,0.176,-80
381,2018-09-30 13:08:09+00:00,FoxNews,"RT @FoxNewsSunday: On FBI Investigation, @PressSec tells Chris: This can’t become a fishing expedition like the Democrats would like to see…",0.6124,0.217,0.783,0.0,-81
382,2018-09-30 13:08:01+00:00,FoxNews,"RT @FoxNewsSunday: On reports of limiting FBI Investigation, @PressSec tells Chris: The WH is not micromanaging this process.  The Senate i…",0.0,0.0,1.0,0.0,-82
383,2018-09-30 13:00:01+00:00,FoxNews,"TONIGHT: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p… https://t.co/CrzhMi49Cu",0.5919,0.222,0.778,0.0,-83
384,2018-09-30 12:53:23+00:00,FoxNews,"US warship sails by contested island chain in South China Sea in message to Beijing, official says https://t.co/nNwYFbWrQx",-0.1779,0.0,0.909,0.091,-84
385,2018-09-30 12:30:00+00:00,FoxNews,"Kanye West delivers pro-Trump speech on 'Saturday Night Live,' receives boos from audience https://t.co/IgXXOYxHid",0.0,0.0,1.0,0.0,-85
386,2018-09-30 12:10:00+00:00,FoxNews,Tennessee State's Christion Abercrombie in critical condition after emergency surgery for head injury https://t.co/Q7qSPpRr7g,-0.7717,0.0,0.588,0.412,-86
387,2018-09-30 12:00:01+00:00,FoxNews,Andrew McCarthy: “This investigation is not a trial.” @foxandfriends https://t.co/GQgxJgDFS7 https://t.co/ZANKjq4Ufv,0.0,0.0,1.0,0.0,-87
388,2018-09-30 11:35:00+00:00,FoxNews,Manuel Padilla Jr.: “We just need the wall.” @foxandfriends https://t.co/au8gQOdNUW,0.0,0.0,1.0,0.0,-88
389,2018-09-30 11:15:00+00:00,FoxNews,Beto O'Rourke says passenger backs his claim of not fleeing after 1998 DUI crash https://t.co/dO6QX4ovZP,-0.4404,0.0,0.769,0.231,-89
390,2018-09-30 11:01:41+00:00,FoxNews,"Christopher Scalia: “On a general level, he wouldn’t be terribly surprised about the intensity surrounding this Sup… https://t.co/DdmovEJXN1",-0.4019,0.093,0.732,0.176,-90
391,2018-09-30 10:39:00+00:00,FoxNews,.@nedryun: “I am stunned at this behavior. We are just over a year removed from @SteveScalise and Republicans being… https://t.co/uVQJLmEEMS,-0.1027,0.0,0.928,0.072,-91
392,2018-09-30 10:32:00+00:00,FoxNews,.@RCamposDuffy: “So Matt Damon has millions of dollars to defend his name…but they’re gonna make fun of and critici… https://t.co/osUkW6hgd9,0.5106,0.148,0.852,0.0,-92
393,2018-09-30 10:25:00+00:00,FoxNews,"Maxine Waters denies staffer leaked GOP senators' data, blasts 'dangerous lies' and 'conspiracy theories' https://t.co/wgr7Wg2AjS",-0.9246,0.0,0.41,0.59,-93
394,2018-09-30 10:15:00+00:00,FoxNews,Washington man gets prison for overharvesting sea cucumbers https://t.co/zx7hhdTHcs,-0.5106,0.0,0.708,0.292,-94
395,2018-09-30 10:08:00+00:00,FoxNews,Rep. Nancy Pelosi Calls Republicans 'Despicable' in Fundraising Email https://t.co/z3SG4ue2Ul,0.0,0.0,1.0,0.0,-95
396,2018-09-30 10:00:01+00:00,FoxNews,"President @realDonaldTrump addressed the FBI investigation into Judge Kavanaugh Saturday: ""Well, I think it's fine.… https://t.co/MzNaxuVQcP",0.0,0.0,1.0,0.0,-96
397,2018-09-30 09:52:00+00:00,FoxNews,OPINION: Why is the Kavanaugh Supreme Court fight so vicious? Because government is too important https://t.co/NDCay9Dh7e,-0.1132,0.232,0.516,0.251,-97
398,2018-09-30 09:45:00+00:00,FoxNews,".@POTUS: ""America is winning again and America is respected again."" https://t.co/Hb6tsSw9Lg https://t.co/oHWP4VhOQq",0.7579,0.394,0.606,0.0,-98
399,2018-09-30 09:37:00+00:00,FoxNews,"Demi Lovato’s overdose sparked massive interest in Narcan, president says (via @FoxBusiness) https://t.co/XXffMHkho6",0.4588,0.2,0.8,0.0,-99
400,2018-10-01 00:30:10+00:00,nytimes,Lines for specialists at some Chinese hospitals are so long that patients start waiting hours before dawn. Scalpers… https://t.co/dmaBTsxIxe,0.0,0.0,1.0,0.0,0
401,2018-10-01 00:21:17+00:00,nytimes,"Make good use of the last sweet, fat tomatoes of the year https://t.co/o0LFZ0P2Dr",0.7096,0.349,0.651,0.0,-1
402,2018-10-01 00:03:10+00:00,nytimes,"If there was a moment tailor-made for a new book about women and rage, it would be now. And Rebecca Traister, a col… https://t.co/tUMiIBGhKE",-0.5574,0.0,0.847,0.153,-2
403,2018-09-30 23:46:33+00:00,nytimes,"""For the first time in my life, I was turning myself over to the know-how of my baby brother"" https://t.co/JG55AngeEt",0.0,0.0,1.0,0.0,-3
404,2018-09-30 23:30:31+00:00,nytimes,Review: A Slain Journalist’s Voice Resounds in ‘Intractable Woman’ https://t.co/vcEh4TZSn0,0.0,0.0,1.0,0.0,-4
405,2018-09-30 23:30:08+00:00,nytimes,RT @nytimesbusiness: Elite colleges sit on billions of dollars in endowments but have expanded their undergrad enrollment very little. Mich…,0.0,0.0,1.0,0.0,-5
406,2018-09-30 23:26:41+00:00,nytimes,Trump Can’t Win the War on Demography https://t.co/npUmrTZtQD,-0.0258,0.277,0.438,0.285,-6
407,2018-09-30 23:19:31+00:00,nytimes,Indonesia Searches for Survivors Amid Destruction https://t.co/UhHnKjRbRF,-0.5719,0.0,0.619,0.381,-7
408,2018-09-30 23:15:23+00:00,nytimes,Scientists Surprised by Power of Indonesia Tsunami https://t.co/YwlnPbyllR,0.2263,0.213,0.787,0.0,-8
409,2018-09-30 23:14:39+00:00,nytimes,"""This is what “Parallel Lives” will teach you: Intimacy is easy. Honesty is much harder."" https://t.co/J9ikv71W9Q",0.7269,0.303,0.697,0.0,-9
410,2018-09-30 22:57:23+00:00,nytimes,"A Yale classmate who socialized with Brett Kavanaugh in college says he often become ""belligerent and aggressive"" w… https://t.co/0ZCAvPw75J",-0.1531,0.0,0.914,0.086,-10
411,2018-09-30 22:55:14+00:00,nytimes,What Men Should Know About #MeToo: It’s About Them https://t.co/RomG8NsU4K,0.0,0.0,1.0,0.0,-11
412,2018-09-30 22:47:22+00:00,nytimes,Meat Labs Pursue a Once-Impossible Goal: Kosher Bacon https://t.co/r9oilBYLE0,0.0,0.0,1.0,0.0,-12
413,2018-09-30 22:45:07+00:00,nytimes,"It may sound glamorous, but reporting on other people's hometowns around the world has its share of pitfalls. Times… https://t.co/wDu56P2VKy",0.6059,0.216,0.784,0.0,-13
414,2018-09-30 22:30:02+00:00,nytimes,The Trump administration is making a major move to eliminate regulation of a highly toxic chemical emitted from coa… https://t.co/GnPAQOs3vR,0.0,0.0,1.0,0.0,-14
415,2018-09-30 22:15:08+00:00,nytimes,"""The Simpsons"" is turning 30, and the Simpsons haven't aged a day. But they have evolved, as the culture has with t… https://t.co/VJE53stIYL",0.0,0.0,1.0,0.0,-15
416,2018-09-30 22:00:06+00:00,nytimes,"The Mets may be suffering on the field, but that hasn't kept the team from attracting fans from all over the world,… https://t.co/vO7B8pr0HO",0.4767,0.153,0.772,0.075,-16
417,2018-09-30 21:46:01+00:00,nytimes,"RT @NYTmag: “Gary Keith and Ron,” the three Magi of Mets Nation, the best-in-class broadcast team, and the only thing Mets fans get to lord…",0.0,0.0,1.0,0.0,-17
